Date,AvgSpeed_1,AvgSpeed_2,Cool_1,Cool_2,Depart_1,DewPoint_1,DewPoint_2,Heat_1,Heat_2,PrecipTotal_1,PrecipTotal_2,ResultDir_1,ResultDir_2,ResultSpeed_1,ResultSpeed_2,SeaLevel_1,SeaLevel_2,SnowFall_1,StnPressure_1,StnPressure_2,Sunrise_1,Sunset_1,Tavg_1,Tavg_2,Tmax_1,Tmax_2,Tmin_1,Tmin_2,WetBulb_1,WetBulb_2
2013-07-04,5.1,7.7,5.0,7.0,-2.0,61,59,0.0,0.0,0.0,0.0,20,19,4.4,7.3,30.05,30.05,0.0,29.34,29.41,4.366666666666666,19.5,70.0,72.0,83,83,56,61,64.0,65.0
2013-07-05,4.8,5.9,8.0,10.0,1.0,61,60,0.0,0.0,0.0,0.0,19,20,3.7,5.1,30.04,30.03,0.0,29.33,29.39,4.366666666666666,19.5,73.0,75.0,86,87,60,63,66.0,66.0
2013-07-06,4.5,5.9,9.0,12.0,2.0,65,63,0.0,0.0,0.0,0.0,19,19,4.1,5.4,30.01,30.0,0.0,29.29,29.36,4.383333333333334,19.5,74.0,77.0,83,82,65,71,68.0,68.0
2013-07-07,6.8,8.2,14.0,15.0,7.0,67,66,0.0,0.0,0.0,0.0,21,21,6.6,8.0,29.97,29.96,0.0,29.26,29.33,4.383333333333334,19.5,79.0,80.0,88,89,70,70,71.0,71.0
2013-07-08,8.4,10.5,13.0,14.0,5.0,71,70,0.0,0.0,0.5,0.84,23,22,7.8,10.0,29.95,29.95,0.0,29.24,29.31,4.4,19.483333333333334,78.0,79.0,86,87,70,71,74.0,72.0
2013-07-09,7.3,9.3,14.0,15.0,6.0,74,72,0.0,0.0,0.001,0.01,23,23,6.9,8.9,29.91,29.91,0.0,29.19,29.26,4.416666666666667,19.483333333333334,79.0,80.0,85,85,73,75,75.0,75.0
2013-07-10,8.3,8.0,11.0,12.0,3.0,65,65,0.0,0.0,0.0,0.0,34,3,6.0,3.7,29.89,29.88,0.0,29.2,29.26,4.416666666666667,19.483333333333334,76.0,77.0,85,87,66,66,70.0,69.0
2013-07-11,7.4,7.5,8.0,7.0,0.0,54,52,0.0,0.0,0.0,0.0,3,3,6.5,6.3,30.06,30.05,0.0,29.36,29.42,4.433333333333334,19.466666666666665,73.0,72.0,81,80,64,63,62.0,61.0
2013-07-12,4.8,5.4,6.0,6.0,-2.0,53,54,0.0,0.0,0.0,0.0,8,8,4.0,4.1,30.1,30.09,0.0,29.38,29.44,4.45,19.466666666666665,71.0,71.0,83,82,58,60,61.0,62.0
2013-07-13,7.5,7.1,8.0,10.0,0.0,59,58,0.0,0.0,0.0,0.0,9,9,6.8,6.4,30.12,30.11,0.0,29.41,29.47,4.466666666666667,19.45,73.0,75.0,84,83,62,67,65.0,65.0
2013-07-14,7.6,8.5,15.0,16.0,7.0,66,66,0.0,0.0,0.0,0.0,9,8,6.7,8.2,30.17,30.16,0.0,29.47,29.52,4.466666666666667,19.45,80.0,81.0,88,88,72,73,71.0,70.0
2013-07-15,5.1,6.2,15.0,18.0,6.0,71,71,0.0,0.0,0.09,0.02,8,8,4.3,5.0,30.23,30.21,0.0,29.52,29.57,4.483333333333333,19.433333333333334,80.0,83.0,89,91,71,75,74.0,74.0
2013-07-16,6.8,7.3,18.0,20.0,9.0,72,70,0.0,0.0,0.0,0.01,23,22,6.4,6.8,30.25,30.24,0.0,29.54,29.61,4.5,19.416666666666668,83.0,85.0,92,93,73,77,75.0,75.0
2013-07-17,6.9,7.1,20.0,21.0,11.0,72,70,0.0,0.0,0.0,0.0,26,25,6.7,6.2,30.23,30.21,0.0,29.51,29.57,4.516666666666667,19.416666666666668,85.0,86.0,94,95,76,77,76.0,75.0
2013-07-18,8.1,9.4,21.0,23.0,12.0,72,71,0.0,0.0,0.001,0.0,24,23,7.2,8.8,30.05,30.04,0.0,29.31,29.38,4.533333333333333,19.4,86.0,88.0,95,96,77,79,76.0,76.0
2013-07-19,14.0,13.9,19.0,21.0,10.0,70,69,0.0,0.0,0.58,0.001,25,24,13.3,13.4,29.83,29.82,0.0,29.1,29.17,4.55,19.383333333333333,84.0,86.0,96,97,71,75,75.0,75.0
2013-07-20,7.5,7.2,15.0,15.0,6.0,64,63,0.0,0.0,0.06,0.01,1,3,4.8,3.8,29.86,29.85,0.0,29.17,29.23,4.55,19.383333333333333,80.0,80.0,89,88,71,72,69.0,69.0
2013-07-21,6.7,7.9,13.0,16.0,4.0,65,63,0.0,0.0,0.01,0.0,7,11,2.8,2.9,29.89,29.88,0.0,29.18,29.24,4.566666666666666,19.366666666666667,78.0,81.0,88,89,68,72,69.0,69.0
2013-07-22,7.4,7.4,14.0,16.0,5.0,66,64,0.0,0.0,0.001,0.001,24,21,4.9,5.2,29.78,29.77,0.0,29.07,29.14,4.583333333333333,19.35,79.0,81.0,87,90,71,72,71.0,70.0
2013-07-23,11.0,11.4,6.0,8.0,-3.0,60,58,0.0,0.0,0.03,0.0,2,1,8.8,7.3,29.83,29.81,0.0,29.15,29.21,4.6,19.333333333333332,71.0,73.0,78,80,63,65,64.0,64.0
2013-07-24,8.1,10.5,1.0,3.0,-8.0,51,48,0.0,0.0,0.0,0.0,5,5,7.8,10.1,30.01,30.01,0.0,29.31,29.38,4.616666666666667,19.316666666666666,66.0,68.0,72,73,60,62,58.0,57.0
2013-07-25,5.1,3.9,4.0,5.0,-5.0,54,52,0.0,0.0,0.0,0.0,23,23,4.1,2.7,30.05,30.05,0.0,29.33,29.39,4.633333333333333,19.3,69.0,70.0,81,81,57,58,61.0,60.0
2013-07-26,8.5,10.2,1.0,5.0,-8.0,61,58,0.0,0.0,0.39,0.01,22,21,7.6,9.3,29.94,29.94,0.0,29.21,29.28,4.65,19.3,66.0,70.0,70,74,62,65,63.0,62.0
2013-07-27,10.6,11.3,0.0,0.0,-14.0,51,49,5.0,2.0,0.0,0.0,30,30,9.0,10.3,29.9,29.89,0.0,29.17,29.23,4.666666666666667,19.283333333333335,60.0,63.0,65,68,55,57,56.0,55.0
2013-07-28,9.1,9.8,0.0,0.0,-12.0,50,47,3.0,2.0,0.001,0.001,28,26,8.7,9.5,29.93,29.94,0.0,29.23,29.3,4.683333333333334,19.266666666666666,62.0,63.0,69,71,54,55,55.0,54.0
2013-07-29,7.0,7.7,2.0,2.0,-7.0,55,53,0.0,0.0,0.0,0.0,1,2,2.0,2.3,30.11,30.1,0.0,29.41,29.47,4.7,19.25,67.0,67.0,76,76,57,58,59.0,59.0
2013-07-30,4.7,6.0,1.0,3.0,-8.0,59,56,0.0,0.0,0.04,0.001,16,16,4.2,5.5,30.12,30.12,0.0,29.39,29.46,4.716666666666667,19.233333333333334,66.0,68.0,74,74,57,61,62.0,61.0
2013-07-31,4.4,4.2,4.0,5.0,-5.0,64,63,0.0,0.0,0.5,0.18,32,30,2.2,2.5,30.0,29.99,0.0,29.26,29.33,4.733333333333333,19.216666666666665,69.0,70.0,75,75,62,64,65.0,65.0
2013-08-01,7.8,7.1,6.0,7.0,-2.0,57,54,0.0,0.0,0.0,0.0,30,29,7.6,6.2,29.95,29.95,0.0,29.23,29.29,4.75,19.183333333333334,71.0,72.0,81,82,61,61,62.0,62.0
2013-08-02,8.2,7.7,8.0,11.0,0.0,63,62,0.0,0.0,0.63,0.41,29,23,4.5,2.7,29.87,29.87,0.0,29.15,29.23,4.766666666666667,19.166666666666668,73.0,76.0,84,86,62,65,67.0,66.0
2013-08-03,6.8,8.4,8.0,8.0,0.0,55,54,0.0,0.0,0.0,0.0,2,4,5.8,6.9,30.03,30.02,0.0,29.33,29.39,4.783333333333333,19.15,73.0,73.0,81,79,64,66,62.0,62.0
2013-08-04,7.8,6.9,3.0,2.0,-5.0,56,55,0.0,0.0,0.001,0.001,6,7,5.9,6.1,30.14,30.13,0.0,29.42,29.49,4.8,19.133333333333333,68.0,67.0,75,74,60,60,61.0,61.0
2013-08-05,7.6,7.9,2.0,5.0,-6.0,59,56,0.0,0.0,0.07,0.02,19,18,6.8,7.1,29.98,29.98,0.0,29.23,29.29,4.816666666666666,19.116666666666667,67.0,70.0,75,76,58,63,62.0,61.0
2013-08-06,8.0,9.4,10.0,12.0,2.0,68,65,0.0,0.0,0.04,0.0,21,21,7.2,8.7,29.86,29.85,0.0,29.13,29.21,4.833333333333333,19.1,75.0,77.0,83,85,67,68,70.0,69.0
2013-08-07,9.9,10.5,13.0,16.0,5.0,68,67,0.0,0.0,0.001,0.01,30,30,4.0,2.4,29.83,29.82,0.0,29.14,29.2,4.85,19.066666666666666,78.0,81.0,89,91,67,70,71.0,71.0
2013-08-08,9.3,10.8,7.0,9.0,-1.0,56,55,0.0,0.0,0.0,0.0,5,5,8.6,10.5,29.98,29.96,0.0,29.26,29.33,4.866666666666667,19.05,72.0,74.0,78,79,65,69,62.0,62.0
2013-08-09,5.3,5.6,6.0,8.0,-2.0,60,58,0.0,0.0,0.001,0.0,27,27,4.7,4.9,29.98,29.97,0.0,29.28,29.34,4.883333333333333,19.033333333333335,71.0,73.0,82,84,59,62,65.0,65.0
2013-08-10,6.5,7.4,8.0,10.0,0.0,57,55,0.0,0.0,0.0,0.0,5,6,5.3,6.0,30.08,30.07,0.0,,,4.9,19.0,73.0,75.0,81,81,64,68,63.0,63.0
2013-08-11,3.0,5.4,6.0,9.0,-2.0,61,57,0.0,0.0,0.01,0.001,27,24,2.0,4.0,30.07,30.06,0.0,29.35,29.42,4.916666666666667,18.983333333333334,71.0,74.0,81,84,60,63,64.0,64.0
2013-08-12,7.5,7.7,10.0,12.0,2.0,65,63,0.0,0.0,0.27,0.66,27,26,3.5,4.5,29.93,29.92,0.0,29.21,29.27,4.933333333333334,18.966666666666665,75.0,77.0,82,85,67,69,68.0,68.0
2013-08-13,9.6,11.9,0.0,2.0,-9.0,52,50,1.0,0.0,0.0,0.0,3,2,8.7,11.2,30.07,30.06,0.0,29.37,29.42,4.95,18.933333333333334,64.0,67.0,70,71,58,62,58.0,57.0
2013-08-14,7.1,7.0,0.0,0.0,-8.0,50,49,1.0,0.0,0.0,0.0,4,3,3.9,3.0,30.16,30.16,0.0,29.44,29.52,4.966666666666667,18.916666666666668,64.0,65.0,72,71,56,58,56.0,56.0
2013-08-15,4.9,5.0,0.0,1.0,-7.0,53,50,0.0,0.0,0.0,0.0,24,22,4.2,4.5,30.13,30.13,0.0,29.4,29.47,4.983333333333333,18.9,65.0,66.0,75,74,55,57,58.0,58.0
2013-08-16,5.2,5.8,4.0,5.0,-3.0,52,51,0.0,0.0,0.0,0.0,4,7,2.8,5.0,30.15,30.14,0.0,29.44,29.5,5.0,18.866666666666667,69.0,70.0,82,82,55,58,60.0,60.0
2013-08-17,6.4,6.3,4.0,5.0,-3.0,56,55,0.0,0.0,0.0,0.0,8,7,5.7,6.0,30.19,30.18,0.0,29.47,29.53,5.016666666666667,18.85,69.0,70.0,81,79,57,60,62.0,62.0
2013-08-18,4.8,4.8,5.0,7.0,-2.0,57,57,0.0,0.0,0.0,0.0,8,8,3.7,4.2,30.14,30.13,0.0,29.41,29.48,5.033333333333333,18.816666666666666,70.0,72.0,81,81,59,62,63.0,64.0
2013-08-19,5.3,4.6,6.0,10.0,0.0,60,58,0.0,0.0,0.0,0.0,25,25,5.1,3.8,30.07,30.06,0.0,29.34,29.41,5.05,18.8,71.0,75.0,85,86,57,63,65.0,65.0
2013-08-20,8.0,7.5,12.0,13.0,6.0,62,61,0.0,0.0,0.0,0.0,22,21,7.7,7.0,30.06,30.05,0.0,29.34,29.41,5.066666666666666,18.766666666666666,77.0,78.0,88,88,66,68,68.0,67.0
2013-08-21,9.0,9.3,14.0,16.0,8.0,65,64,0.0,0.0,0.01,0.05,23,22,8.6,9.0,30.02,30.02,0.0,29.3,29.37,5.083333333333333,18.75,79.0,81.0,90,91,68,70,70.0,70.0
2013-08-22,7.0,7.0,8.0,8.0,2.0,67,66,0.0,0.0,0.23,0.36,23,24,1.5,2.5,30.05,30.05,0.0,29.36,29.42,5.1,18.716666666666665,73.0,73.0,78,78,68,67,69.0,68.0
2013-08-23,6.8,8.0,7.0,8.0,1.0,55,55,0.0,0.0,0.0,0.0,6,6,6.1,7.2,30.14,30.13,0.0,29.43,29.49,5.133333333333334,18.7,72.0,73.0,82,81,62,64,63.0,63.0
2013-08-24,6.1,5.9,8.0,10.0,2.0,59,56,0.0,0.0,0.0,0.0,17,16,5.3,4.6,30.2,30.2,0.0,29.49,29.55,5.15,18.666666666666668,73.0,75.0,86,86,60,64,65.0,64.0
2013-08-25,9.6,10.1,12.0,14.0,7.0,62,60,0.0,0.0,0.0,0.0,22,21,9.2,9.6,30.18,30.17,0.0,29.46,29.52,5.166666666666667,18.65,77.0,79.0,89,89,65,68,68.0,67.0
2013-08-26,9.4,9.5,16.0,16.0,11.0,68,66,0.0,0.0,0.0,0.0,24,23,9.0,9.2,30.06,30.06,0.0,29.34,29.41,5.183333333333334,18.616666666666667,81.0,81.0,92,92,70,70,72.0,71.0
2013-08-27,12.0,12.7,22.0,22.0,17.0,70,68,0.0,0.0,0.0,0.0,24,24,11.7,12.5,29.9,29.89,0.0,29.18,29.24,5.2,18.583333333333332,87.0,87.0,96,96,77,77,75.0,74.0
2013-08-28,9.3,8.7,12.0,12.0,7.0,69,67,0.0,0.0,0.0,0.0,3,36,6.9,5.8,29.95,29.94,0.0,29.26,29.32,5.216666666666667,18.566666666666666,77.0,77.0,83,83,71,71,72.0,71.0
2013-08-29,4.7,4.6,13.0,13.0,8.0,64,65,0.0,0.0,0.0,0.0,10,10,3.9,4.2,30.01,30.0,0.0,29.29,29.36,5.233333333333333,18.533333333333335,78.0,78.0,89,87,66,69,69.0,69.0
2013-08-30,8.3,7.8,17.0,18.0,12.0,68,67,0.0,0.0,0.36,0.47,26,24,4.4,5.3,29.86,29.85,0.0,29.13,29.21,5.25,18.516666666666666,82.0,83.0,96,96,67,69,72.0,71.0
2013-08-31,7.2,7.0,10.0,9.0,6.0,67,66,0.0,0.0,0.07,0.96,5,4,6.1,5.8,29.82,29.81,0.0,29.1,29.16,5.266666666666667,18.483333333333334,75.0,74.0,78,77,71,70,69.0,68.0
2013-09-01,5.2,5.8,10.0,11.0,7.0,67,66,0.0,0.0,0.14,0.02,29,27,4.2,3.9,29.76,29.75,0.0,29.05,29.11,5.283333333333333,18.45,75.0,76.0,85,84,65,68,70.0,69.0
2013-09-02,9.2,8.7,5.0,5.0,2.0,61,60,0.0,0.0,0.0,0.0,2,2,8.1,7.5,29.9,29.89,0.0,29.21,29.27,5.3,18.433333333333334,70.0,70.0,79,77,60,62,64.0,64.0
2013-09-03,5.8,4.6,2.0,2.0,-1.0,54,54,0.0,0.0,0.0,0.0,30,34,4.0,1.5,30.02,30.02,0.0,29.32,29.39,5.316666666666666,18.4,67.0,67.0,77,76,57,58,59.0,60.0
2013-09-04,7.0,6.8,7.0,7.0,4.0,57,55,0.0,0.0,0.0,0.0,26,25,6.2,6.4,30.08,30.08,0.0,29.37,29.44,5.333333333333333,18.366666666666667,72.0,72.0,84,84,59,59,63.0,62.0
2013-09-05,9.2,9.9,2.0,5.0,0.0,54,53,0.0,0.0,0.001,0.0,5,6,9.0,9.2,30.2,30.19,0.0,29.49,29.55,5.35,18.35,67.0,70.0,74,74,59,65,60.0,60.0
2013-09-06,6.0,6.0,7.0,9.0,5.0,58,55,0.0,0.0,0.0,0.0,20,17,4.7,4.3,30.11,30.11,0.0,29.38,29.44,5.366666666666666,18.316666666666666,72.0,74.0,86,85,57,62,64.0,63.0
2013-09-07,6.9,7.7,12.0,13.0,10.0,62,61,0.0,0.0,0.01,0.0,23,23,5.7,5.8,29.94,29.94,0.0,29.21,29.28,5.383333333333334,18.283333333333335,77.0,78.0,88,87,65,68,68.0,67.0
2013-09-08,11.9,12.0,9.0,10.0,8.0,66,65,0.0,0.0,0.0,0.0,7,7,10.5,10.1,29.98,29.96,0.0,29.26,29.33,5.4,18.25,74.0,75.0,77,78,71,71,69.0,68.0
2013-09-09,10.1,9.2,16.0,17.0,15.0,70,68,0.0,0.0,0.0,0.0,20,20,9.0,8.5,29.86,29.86,0.0,29.15,29.22,5.416666666666667,18.233333333333334,81.0,82.0,94,94,68,69,74.0,73.0
2013-09-10,12.5,12.5,21.0,22.0,20.0,64,63,0.0,0.0,0.0,0.0,24,24,12.1,12.2,29.95,29.94,0.0,29.25,29.32,5.433333333333334,18.2,86.0,87.0,95,96,77,78,71.0,71.0
2013-09-11,7.5,6.9,18.0,19.0,18.0,66,66,0.0,0.0,0.001,0.001,27,25,4.2,5.1,29.98,29.97,0.0,29.28,29.34,5.45,18.166666666666668,83.0,84.0,91,92,75,75,71.0,71.0
2013-09-12,9.4,9.8,7.0,8.0,7.0,59,58,0.0,0.0,0.001,0.06,35,34,7.0,6.8,29.98,29.97,0.0,29.28,29.34,5.466666666666667,18.15,72.0,73.0,82,83,62,63,64.0,64.0
2013-09-13,11.5,13.5,0.0,0.0,-5.0,45,45,5.0,4.0,0.0,0.001,1,1,10.7,12.8,30.13,30.12,0.0,29.41,29.47,5.483333333333333,18.116666666666667,60.0,61.0,67,67,52,54,52.0,53.0
2013-09-14,5.9,6.3,0.0,0.0,-4.0,43,41,5.0,3.0,0.0,0.0,21,19,4.7,5.3,30.1,30.11,0.0,29.36,29.44,5.5,18.083333333333332,60.0,62.0,72,72,47,51,52.0,52.0
2013-09-15,5.4,5.1,0.0,0.0,-5.0,52,51,6.0,5.0,0.65,0.24,2,19,1.1,0.4,30.06,30.06,0.0,29.34,29.41,5.516666666666667,18.05,59.0,60.0,62,62,56,58,55.0,55.0
2013-09-16,10.8,12.8,0.0,0.0,-6.0,47,47,7.0,5.0,0.0,0.001,3,3,9.7,11.4,30.3,30.29,0.0,29.59,29.65,5.533333333333333,18.0,58.0,60.0,64,64,51,55,52.0,53.0
2013-09-17,7.6,8.2,0.0,0.0,-4.0,51,49,5.0,3.0,0.0,0.001,13,12,7.0,7.2,30.23,30.23,0.0,29.49,29.55,5.55,17.966666666666665,60.0,62.0,71,70,49,53,56.0,55.0
2013-09-18,9.0,9.1,6.0,7.0,7.0,60,58,0.0,0.0,0.55,0.51,18,17,8.7,6.7,30.01,30.02,0.0,29.26,29.35,5.583333333333333,17.933333333333334,71.0,72.0,81,82,60,62,64.0,62.0
2013-09-19,10.6,10.0,12.0,12.0,14.0,68,66,0.0,0.0,0.84,0.001,16,16,8.3,7.8,29.87,29.87,0.0,29.14,29.21,5.6,17.916666666666668,77.0,77.0,84,84,69,70,70.0,69.0
2013-09-20,11.0,11.2,2.0,3.0,5.0,60,59,0.0,0.0,0.001,0.02,26,26,10.1,10.3,29.8,29.8,0.0,29.08,29.15,5.616666666666667,17.883333333333333,67.0,68.0,76,77,58,59,63.0,63.0
2013-09-21,10.0,9.5,0.0,0.0,-2.0,48,46,5.0,6.0,0.0,0.0,33,33,9.6,9.0,29.87,29.87,0.0,29.17,29.23,5.633333333333333,17.85,60.0,59.0,67,67,52,51,53.0,53.0
2013-09-22,7.5,6.8,0.0,0.0,-4.0,47,45,7.0,7.0,0.0,0.0,4,5,6.2,4.8,30.01,30.01,0.0,29.3,29.36,5.65,17.816666666666666,58.0,58.0,67,67,49,49,52.0,51.0
2013-09-23,6.1,7.6,0.0,0.0,-4.0,48,45,8.0,6.0,0.0,0.0,10,11,4.9,6.8,30.06,30.06,0.0,29.34,29.41,5.666666666666667,17.8,57.0,59.0,67,67,46,50,53.0,52.0
2013-09-24,8.0,7.7,0.0,0.0,-1.0,49,48,5.0,5.0,0.0,0.0,10,9,6.2,5.8,30.0,30.0,0.0,29.26,29.33,5.683333333333334,17.766666666666666,60.0,60.0,70,91,49,52,54.0,54.0
2013-09-25,5.7,6.6,0.0,0.0,0.0,52,51,4.0,1.0,0.0,0.0,5,6,4.8,5.9,29.95,29.95,0.0,29.23,29.29,5.7,17.733333333333334,61.0,64.0,70,71,51,56,56.0,56.0
2013-09-26,4.2,4.6,0.0,0.0,3.0,52,52,2.0,0.0,0.0,0.0,8,9,3.8,4.1,30.04,30.04,0.0,29.34,29.4,5.716666666666667,17.7,63.0,65.0,75,75,50,55,58.0,58.0
2013-09-27,7.4,7.3,2.0,4.0,7.0,51,48,0.0,0.0,0.0,0.0,13,12,7.0,6.6,30.09,30.09,0.0,29.38,29.44,5.733333333333333,17.683333333333334,67.0,69.0,81,80,52,57,57.0,57.0
2013-09-28,12.7,11.3,5.0,7.0,11.0,56,54,0.0,0.0,0.2,0.02,19,18,10.9,10.2,29.98,29.98,0.0,29.24,29.31,5.75,17.65,70.0,72.0,84,85,55,58,62.0,61.0
2013-09-29,7.6,7.8,0.0,0.0,1.0,49,48,5.0,5.0,0.18,0.22,36,36,6.0,6.3,30.01,30.01,0.0,29.29,29.36,5.766666666666667,17.616666666666667,60.0,60.0,68,84,51,53,54.0,54.0
2013-09-30,6.2,4.9,0.0,0.0,2.0,49,47,4.0,2.0,0.0,0.0,19,19,5.8,4.2,29.93,29.93,0.0,29.21,29.28,5.783333333333333,17.583333333333332,61.0,63.0,74,76,47,50,55.0,55.0
2013-10-01,12.2,11.5,6.0,6.0,13.0,62,61,0.0,0.0,0.0,0.0,22,21,12.5,11.9,29.92,29.92,0.0,29.21,29.28,5.8,17.566666666666666,71.0,71.0,79,79,62,62,65.0,64.0
2013-10-02,6.4,7.3,4.0,6.0,11.0,50,50,0.0,0.0,0.0,0.0,7,7,4.7,5.2,30.02,30.02,0.0,29.31,29.37,5.816666666666666,17.533333333333335,69.0,71.0,76,77,62,64,59.0,59.0
2013-10-03,7.9,7.7,4.0,6.0,12.0,65,65,0.0,0.0,0.12,0.8,19,19,7.4,7.1,29.91,29.91,0.0,29.19,29.26,5.833333333333333,17.5,69.0,71.0,78,78,60,64,67.0,67.0
2013-10-04,6.2,6.0,5.0,6.0,13.0,65,64,0.0,0.0,0.001,0.0,12,16,2.6,2.0,29.94,29.94,0.0,29.23,29.29,5.866666666666667,17.483333333333334,70.0,71.0,74,76,65,66,66.0,66.0
2013-10-05,6.4,8.1,6.0,8.0,14.0,66,66,0.0,0.0,0.82,0.68,19,19,5.2,6.7,29.84,29.83,0.0,29.11,29.18,5.883333333333333,17.45,71.0,73.0,80,81,61,65,68.0,68.0
2013-10-06,9.5,10.6,0.0,0.0,-1.0,44,44,10.0,10.0,0.09,0.06,25,25,8.7,10.1,29.75,29.76,0.0,29.02,29.1,5.9,17.416666666666668,55.0,55.0,64,76,45,48,49.0,50.0
2013-10-07,9.0,9.1,0.0,0.0,1.0,45,44,8.0,9.0,0.001,0.0,28,26,6.1,6.3,29.92,29.94,0.0,29.23,29.3,5.916666666666667,17.4,57.0,56.0,68,67,45,45,50.0,50.0
2013-10-08,5.6,5.0,0.0,0.0,3.0,48,46,6.0,2.0,0.0,0.0,18,17,4.7,4.0,30.13,30.13,0.0,29.42,29.49,5.933333333333334,17.366666666666667,59.0,63.0,75,76,43,49,53.0,53.0
2013-10-09,4.6,4.9,0.0,0.0,5.0,47,47,5.0,4.0,0.0,0.0,12,11,3.6,3.4,30.18,30.18,0.0,29.45,29.52,5.95,17.333333333333332,60.0,61.0,71,70,48,52,53.0,53.0
2013-10-10,3.9,3.8,0.0,0.0,5.0,50,49,5.0,2.0,0.0,0.0,13,12,2.9,3.0,30.11,30.11,0.0,29.37,29.44,5.966666666666667,17.316666666666666,60.0,63.0,74,75,46,51,55.0,55.0
2013-10-11,7.7,6.9,0.0,2.0,10.0,51,48,1.0,0.0,0.0,0.0,14,14,7.3,6.1,30.02,30.02,0.0,29.28,29.36,5.983333333333333,17.283333333333335,64.0,67.0,76,77,51,56,56.0,56.0
2013-10-12,7.4,8.6,0.0,0.0,6.0,54,52,5.0,2.0,0.12,0.01,21,21,5.7,6.0,30.02,30.02,0.0,29.32,29.39,6.0,17.25,60.0,63.0,73,73,46,53,57.0,57.0
2013-10-13,6.6,5.0,0.0,0.0,1.0,41,40,11.0,9.0,0.0,0.0,32,34,5.3,3.1,30.32,30.33,0.0,29.62,29.68,6.033333333333333,17.233333333333334,54.0,56.0,64,65,44,46,48.0,48.0
2013-10-14,8.4,8.4,0.0,0.0,-1.0,44,43,13.0,11.0,0.0,0.0,8,8,6.6,7.2,30.29,30.29,0.0,29.53,29.59,6.05,17.2,52.0,54.0,62,62,42,45,49.0,49.0
2013-10-15,10.6,9.7,0.0,0.0,4.0,51,50,8.0,7.0,0.07,0.09,19,19,7.6,6.9,29.91,29.92,0.0,29.14,29.22,6.066666666666666,17.183333333333334,57.0,58.0,64,65,49,51,54.0,54.0
2013-10-16,10.8,10.7,0.0,0.0,-1.0,45,43,14.0,14.0,0.001,0.001,25,25,10.5,10.5,29.89,29.91,0.0,29.16,29.23,6.083333333333333,17.15,51.0,51.0,54,54,47,47,48.0,47.0
2013-10-17,6.9,7.9,0.0,0.0,-5.0,44,43,18.0,16.0,0.29,0.17,26,24,6.1,7.1,29.86,29.88,0.0,29.12,29.2,6.1,17.116666666666667,47.0,49.0,53,54,40,44,46.0,47.0
2013-10-18,8.7,8.6,0.0,0.0,-6.0,40,39,20.0,19.0,0.0,0.0,26,25,8.3,7.9,29.91,29.93,0.0,29.18,29.26,6.116666666666666,17.1,45.0,46.0,50,50,39,42,43.0,43.0
2013-10-19,9.2,10.4,0.0,0.0,-3.0,37,36,17.0,16.0,0.01,0.01,25,24,8.9,10.1,29.83,29.85,0.0,29.1,29.17,6.133333333333334,17.066666666666666,48.0,49.0,54,54,42,43,42.0,43.0
2013-10-20,6.1,8.4,0.0,0.0,-1.0,42,41,16.0,12.0,0.01,0.02,20,21,5.1,7.5,29.8,29.82,0.0,29.07,29.15,6.166666666666667,17.05,49.0,53.0,61,65,36,41,46.0,47.0
2013-10-21,11.5,10.8,0.0,0.0,-6.0,31,32,21.0,19.0,0.001,0.03,27,27,10.8,10.3,29.9,29.92,0.0,29.19,29.26,6.183333333333334,17.016666666666666,44.0,46.0,55,55,33,36,38.0,40.0
2013-10-22,6.1,5.4,0.0,0.0,-14.0,31,31,29.0,29.0,0.001,0.03,26,26,5.4,4.6,29.95,29.97,0.001,29.21,29.28,6.2,17.0,36.0,36.0,42,41,29,31,34.0,35.0
2013-10-23,10.0,9.2,0.0,0.0,-10.0,27,27,26.0,26.0,0.001,0.001,30,29,9.2,9.2,29.98,30.0,0.0,29.24,29.32,6.216666666666667,16.966666666666665,39.0,39.0,46,46,32,32,34.0,34.0
2013-10-24,10.9,9.9,0.0,0.0,-11.0,25,25,27.0,26.0,0.001,0.0,30,30,10.3,9.2,30.16,30.2,0.001,29.45,29.52,6.233333333333333,16.95,38.0,39.0,44,44,31,34,33.0,34.0
2013-10-25,11.7,11.3,0.0,0.0,-8.0,26,26,25.0,25.0,0.0,0.0,24,23,10.8,10.4,30.24,30.28,0.0,29.47,29.57,6.266666666666667,16.933333333333334,40.0,40.0,51,51,29,29,35.0,36.0
2013-10-26,14.2,13.4,0.0,0.0,-2.0,29,29,19.0,18.0,0.0,0.0,27,26,10.9,10.5,29.96,29.98,0.0,29.22,29.3,6.283333333333333,16.9,46.0,47.0,55,55,37,38,39.0,39.0
2013-10-27,6.6,6.7,0.0,0.0,-6.0,29,29,23.0,21.0,0.0,0.0,23,23,6.3,6.4,30.02,30.05,0.0,29.28,29.37,6.3,16.883333333333333,42.0,44.0,54,55,29,32,37.0,38.0
2013-10-28,9.4,10.3,0.0,0.0,-3.0,37,38,21.0,20.0,0.0,0.0,4,4,9.0,8.8,30.26,30.26,0.0,29.54,29.6,6.316666666666666,16.85,44.0,45.0,53,54,35,36,41.0,42.0
2013-10-29,7.5,6.6,0.0,0.0,3.0,40,39,15.0,15.0,0.001,0.001,10,11,6.1,5.9,30.25,30.26,0.0,29.49,29.57,6.333333333333333,16.833333333333332,50.0,50.0,57,57,42,43,45.0,45.0
